card_id,customer_id
C06395-K1,C06395
C06396-K1,C06396
C06397-K1,C06397
C06398-K1,C06398
C06399-K1,C06399
C06399-K2,C06399
C06400-K1,C06400
C06401-K1,C06401
C06402-K1,C06402
C06403-K1,C06403
C06403-K2,C06403
C06403-K3,C06403
C06404-K1,C06404
C06405-K1,C06405
C06406-K1,C06406
C06407-K1,C06407
C06408-K1,C06408
C06409-K1,C06409
C06410-K1,C06410
C06411-K1,C06411
C06412-K1,C06412
C06413-K1,C06413
C06413-K2,C06413
C06414-K1,C06414
C06415-K1,C06415
C06415-K2,C06415
C06416-K1,C06416
C06417-K1,C06417
C06418-K1,C06418
C06419-K1,C06419
C06420-K1,C06420
C06421-K1,C06421
C06422-K1,C06422
C06423-K1,C06423
C06424-K1,C06424
C06425-K1,C06425
C06426-K1,C06426
C06426-K2,C06426
C06427-K1,C06427
C06428-K1,C06428
C06429-K1,C06429
C06430-K1,C06430
C06431-K1,C06431
C06432-K1,C06432
C06433-K1,C06433
C06433-K2,C06433
C06434-K1,C06434
C06435-K1,C06435
C06436-K1,C06436
C06437-K1,C06437
C06438-K1,C06438
C06439-K1,C06439
C06440-K1,C06440
C06441-K1,C06441
C06442-K1,C06442
C06443-K1,C06443
C06444-K1,C06444
C06445-K1,C06445
C06446-K1,C06446
C06447-K1,C06447
C06448-K1,C06448
C06449-K1,C06449
C06450-K1,C06450
C06451-K1,C06451
C06452-K1,C06452
C06453-K1,C06453
C06454-K1,C06454
C06455-K1,C06455
C06456-K1,C06456
C06457-K1,C06457
C06458-K1,C06458
C06459-K1,C06459
C06460-K1,C06460
C06461-K1,C06461
C06462-K1,C06462
C06463-K1,C06463
C06464-K1,C06464
C06465-K1,C06465
C06466-K1,C06466
C06467-K1,C06467
C06468-K1,C06468
C06469-K1,C06469
C06469-K2,C06469
C06470-K1,C06470
C06471-K1,C06471
C06472-K1,C06472
C06473-K1,C06473
C06474-K1,C06474
C06475-K1,C06475
C06476-K1,C06476
C06477-K1,C06477
C06478-K1,C06478
C06479-K1,C06479
C06480-K1,C06480
C06481-K1,C06481
C06481-K2,C06481
C06482-K1,C06482
C06483-K1,C06483
C06484-K1,C06484
C06485-K1,C06485
C06485-K2,C06485
C06486-K1,C06486
C06487-K1,C06487
C06488-K1,C06488
C06489-K1,C06489
C06490-K1,C06490
C06491-K1,C06491
C06492-K1,C06492
C06493-K1,C06493
C06494-K1,C06494
C06494-K2,C06494
C06495-K1,C06495
C06496-K1,C06496
C06496-K2,C06496
C06497-K1,C06497
C06498-K1,C06498
C06499-K1,C06499
C06500-K1,C06500
C06501-K1,C06501
C06502-K1,C06502
C06503-K1,C06503
C06504-K1,C06504
C06505-K1,C06505
C06506-K1,C06506
C06507-K1,C06507
C06508-K1,C06508
C06509-K1,C06509
C06509-K2,C06509
C06510-K1,C06510
C06511-K1,C06511
C06512-K1,C06512
C06513-K1,C06513
C06514-K1,C06514
C06515-K1,C06515
C06516-K1,C06516
C06517-K1,C06517
C06518-K1,C06518
C06519-K1,C06519
C06520-K1,C06520
C06520-K2,C06520
C06521-K1,C06521
C06522-K1,C06522
C06523-K1,C06523
C06524-K1,C06524
C06525-K1,C06525
C06526-K1,C06526
C06527-K1,C06527
C06528-K1,C06528
C06529-K1,C06529
C06530-K1,C06530
C06531-K1,C06531
C06532-K1,C06532
C06532-K2,C06532
C06533-K1,C06533
C06534-K1,C06534
C06535-K1,C06535
C06536-K1,C06536
C06537-K1,C06537
C06538-K1,C06538
C06538-K2,C06538
C06539-K1,C06539
C06540-K1,C06540
C06541-K1,C06541
C06542-K1,C06542
C06543-K1,C06543
C06544-K1,C06544
C06545-K1,C06545
C06546-K1,C06546
C06547-K1,C06547
C06548-K1,C06548
C06549-K1,C06549
C06550-K1,C06550
C06551-K1,C06551
C06552-K1,C06552
C06552-K2,C06552
C06553-K1,C06553
C06554-K1,C06554
C06555-K1,C06555
C06556-K1,C06556
C06557-K1,C06557
C06558-K1,C06558
C06559-K1,C06559
C06560-K1,C06560
C06561-K1,C06561
C06562-K1,C06562
C06563-K1,C06563
C06564-K1,C06564
C06565-K1,C06565
C06566-K1,C06566
C06567-K1,C06567
C06568-K1,C06568
C06569-K1,C06569
C06570-K1,C06570
C06571-K1,C06571
C06572-K1,C06572
C06573-K1,C06573
C06574-K1,C06574
C06575-K1,C06575
C06576-K1,C06576
C06577-K1,C06577
C06578-K1,C06578
C06579-K1,C06579
C06580-K1,C06580
C06581-K1,C06581
C06582-K1,C06582
C06582-K2,C06582
C06583-K1,C06583
C06584-K1,C06584
C06585-K1,C06585
C06586-K1,C06586
C06587-K1,C06587
C06588-K1,C06588
C06589-K1,C06589
C06590-K1,C06590
C06591-K1,C06591
C06592-K1,C06592
C06593-K1,C06593
C06594-K1,C06594
C06595-K1,C06595
C06596-K1,C06596
C06597-K1,C06597
C06598-K1,C06598
C06599-K1,C06599
C06600-K1,C06600
C06600-K2,C06600
C06601-K1,C06601
C06602-K1,C06602
C06603-K1,C06603
C06604-K1,C06604
C06605-K1,C06605
C06606-K1,C06606
C06607-K1,C06607
C06608-K1,C06608
C06609-K1,C06609
C06610-K1,C06610
C06611-K1,C06611
C06612-K1,C06612
C06613-K1,C06613
C06614-K1,C06614
C06615-K1,C06615
C06616-K1,C06616
C06617-K1,C06617
C06618-K1,C06618
C06619-K1,C06619
C06620-K1,C06620
C06621-K1,C06621
C06622-K1,C06622
C06623-K1,C06623
C06624-K1,C06624
C06625-K1,C06625
C06626-K1,C06626
C06627-K1,C06627
C06628-K1,C06628
C06629-K1,C06629
C06630-K1,C06630
C06630-K2,C06630
C06631-K1,C06631
C06632-K1,C06632
C06633-K1,C06633
C06634-K1,C06634
C06635-K1,C06635
C06636-K1,C06636
C06636-K2,C06636
C06637-K1,C06637
C06638-K1,C06638
C06639-K1,C06639
C06640-K1,C06640
C06641-K1,C06641
C06642-K1,C06642
C06643-K1,C06643
C06644-K1,C06644
C06645-K1,C06645
C06645-K2,C06645
C06646-K1,C06646
C06647-K1,C06647
C06648-K1,C06648
C06649-K1,C06649
C06650-K1,C06650
C06650-K2,C06650
C06651-K1,C06651
C06652-K1,C06652
C06653-K1,C06653
C06654-K1,C06654
C06654-K2,C06654
C06655-K1,C06655
C06656-K1,C06656
C06657-K1,C06657
C06658-K1,C06658
C06659-K1,C06659
C06660-K1,C06660
C06661-K1,C06661
C06662-K1,C06662
C06663-K1,C06663
C06663-K2,C06663
C06664-K1,C06664
C06665-K1,C06665
C06665-K2,C06665
C06666-K1,C06666
C06667-K1,C06667
C06668-K1,C06668
C06668-K2,C06668
C06669-K1,C06669
C06670-K1,C06670
C06671-K1,C06671
C06672-K1,C06672
C06673-K1,C06673
C06674-K1,C06674
C06675-K1,C06675
C06676-K1,C06676
C06677-K1,C06677
C06678-K1,C06678
C06679-K1,C06679
C06680-K1,C06680
C06681-K1,C06681
C06682-K1,C06682
C06683-K1,C06683
C06684-K1,C06684
C06685-K1,C06685
C06686-K1,C06686
C06687-K1,C06687
C06688-K1,C06688
C06689-K1,C06689
C06690-K1,C06690
C06691-K1,C06691
C06692-K1,C06692
C06693-K1,C06693
C06694-K1,C06694
C06695-K1,C06695
C06696-K1,C06696
C06697-K1,C06697
C06698-K1,C06698
C06699-K1,C06699
C06700-K1,C06700
C06701-K1,C06701
C06702-K1,C06702
C06703-K1,C06703
C06704-K1,C06704
C06704-K2,C06704
C06705-K1,C06705
C06706-K1,C06706
C06707-K1,C06707
C06708-K1,C06708
C06708-K2,C06708
C06709-K1,C06709
C06710-K1,C06710
C06711-K1,C06711
C06712-K1,C06712
C06713-K1,C06713
C06714-K1,C06714
C06715-K1,C06715
C06716-K1,C06716
C06717-K1,C06717
C06718-K1,C06718
C06719-K1,C06719
C06720-K1,C06720
C06721-K1,C06721
C06722-K1,C06722
C06723-K1,C06723
C06724-K1,C06724
C06725-K1,C06725
C06726-K1,C06726
C06727-K1,C06727
C06728-K1,C06728
C06729-K1,C06729
C06730-K1,C06730
C06731-K1,C06731
C06732-K1,C06732
C06733-K1,C06733
C06734-K1,C06734
C06735-K1,C06735
C06736-K1,C06736
C06737-K1,C06737
C06738-K1,C06738
C06739-K1,C06739
C06740-K1,C06740
C06741-K1,C06741
C06742-K1,C06742
C06743-K1,C06743
C06744-K1,C06744
C06744-K2,C06744
C06745-K1,C06745
C06746-K1,C06746
C06747-K1,C06747
C06748-K1,C06748
C06749-K1,C06749
C06750-K1,C06750
C06751-K1,C06751
C06751-K2,C06751
C06752-K1,C06752
C06753-K1,C06753
C06754-K1,C06754
C06755-K1,C06755
C06755-K2,C06755
C06756-K1,C06756
C06757-K1,C06757
C06758-K1,C06758
C06759-K1,C06759
C06760-K1,C06760
C06760-K2,C06760
C06761-K1,C06761
C06762-K1,C06762
C06763-K1,C06763
C06764-K1,C06764
C06764-K2,C06764
C06765-K1,C06765
C06766-K1,C06766
C06767-K1,C06767
C06768-K1,C06768
C06769-K1,C06769
C06770-K1,C06770
C06771-K1,C06771
C06772-K1,C06772
C06773-K1,C06773
C06774-K1,C06774
C06775-K1,C06775
C06776-K1,C06776
C06777-K1,C06777
C06778-K1,C06778
C06779-K1,C06779
C06780-K1,C06780
C06780-K2,C06780
C06781-K1,C06781
C06782-K1,C06782
C06783-K1,C06783
C06784-K1,C06784
C06785-K1,C06785
C06786-K1,C06786
C06787-K1,C06787
C06788-K1,C06788
C06789-K1,C06789
C06790-K1,C06790
C06791-K1,C06791
C06792-K1,C06792
C06793-K1,C06793
C06794-K1,C06794
C06795-K1,C06795
C06796-K1,C06796
C06797-K1,C06797
C06798-K1,C06798
C06799-K1,C06799
C06800-K1,C06800
C06801-K1,C06801
C06802-K1,C06802
C06803-K1,C06803
C06804-K1,C06804
C06805-K1,C06805
C06806-K1,C06806
C06807-K1,C06807
C06808-K1,C06808
C06809-K1,C06809
C06810-K1,C06810
C06811-K1,C06811
C06812-K1,C06812
C06813-K1,C06813
C06814-K1,C06814
C06815-K1,C06815
C06816-K1,C06816
C06817-K1,C06817
C06818-K1,C06818
C06819-K1,C06819
C06820-K1,C06820
C06821-K1,C06821
C06822-K1,C06822
C06823-K1,C06823
C06824-K1,C06824
C06825-K1,C06825
C06826-K1,C06826
C06827-K1,C06827
C06828-K1,C06828
C06829-K1,C06829
C06830-K1,C06830
C06831-K1,C06831
C06831-K2,C06831
C06832-K1,C06832
C06833-K1,C06833
C06834-K1,C06834
C06835-K1,C06835
C06835-K2,C06835
C06836-K1,C06836
C06837-K1,C06837
C06838-K1,C06838
C06839-K1,C06839
C06840-K1,C06840
C06840-K2,C06840
C06841-K1,C06841
C06842-K1,C06842
C06843-K1,C06843
C06844-K1,C06844
C06845-K1,C06845
C06846-K1,C06846
C06847-K1,C06847
C06848-K1,C06848
C06849-K1,C06849
C06850-K1,C06850
C06851-K1,C06851
C06852-K1,C06852
C06853-K1,C06853
C06854-K1,C06854
C06855-K1,C06855
C06856-K1,C06856
C06857-K1,C06857
C06858-K1,C06858
C06859-K1,C06859
C06860-K1,C06860
C06861-K1,C06861
C06862-K1,C06862
C06863-K1,C06863
C06864-K1,C06864
C06865-K1,C06865
C06866-K1,C06866
C06867-K1,C06867
C06868-K1,C06868
C06869-K1,C06869
C06870-K1,C06870
C06871-K1,C06871
C06872-K1,C06872
C06873-K1,C06873
C06874-K1,C06874
C06875-K1,C06875
C06875-K2,C06875
C06876-K1,C06876
C06877-K1,C06877
C06878-K1,C06878
C06879-K1,C06879
C06880-K1,C06880
C06881-K1,C06881
C06882-K1,C06882
C06883-K1,C06883
C06884-K1,C06884
C06884-K2,C06884
C06885-K1,C06885
C06886-K1,C06886
C06887-K1,C06887
C06888-K1,C06888
C06889-K1,C06889
C06890-K1,C06890
C06891-K1,C06891
C06892-K1,C06892
C06893-K1,C06893
C06894-K1,C06894
C06895-K1,C06895
C06896-K1,C06896
C06897-K1,C06897
C06898-K1,C06898
C06899-K1,C06899
C06900-K1,C06900
C06901-K1,C06901
C06902-K1,C06902
C06903-K1,C06903
C06904-K1,C06904
C06905-K1,C06905
C06905-K2,C06905
C06906-K1,C06906
C06907-K1,C06907
C06908-K1,C06908
C06909-K1,C06909
C06910-K1,C06910
C06911-K1,C06911
C06912-K1,C06912
C06913-K1,C06913
C06914-K1,C06914
C06915-K1,C06915
C06916-K1,C06916
C06917-K1,C06917
C06918-K1,C06918
C06919-K1,C06919
C06920-K1,C06920
C06921-K1,C06921
C06922-K1,C06922
C06923-K1,C06923
C06923-K2,C06923
C06924-K1,C06924
C06925-K1,C06925
C06926-K1,C06926
C06927-K1,C06927
C06927-K2,C06927
C06928-K1,C06928
C06929-K1,C06929
C06929-K2,C06929
C06930-K1,C06930
C06931-K1,C06931
C06932-K1,C06932
C06933-K1,C06933
C06934-K1,C06934
C06935-K1,C06935
C06936-K1,C06936
C06937-K1,C06937
C06938-K1,C06938
C06939-K1,C06939
C06940-K1,C06940
C06941-K1,C06941
C06942-K1,C06942
C06942-K2,C06942
C06943-K1,C06943
C06944-K1,C06944
C06945-K1,C06945
C06946-K1,C06946
C06947-K1,C06947
C06947-K2,C06947
C06948-K1,C06948
C06949-K1,C06949
C06950-K1,C06950
C06951-K1,C06951
C06952-K1,C06952
C06953-K1,C06953
C06954-K1,C06954
C06955-K1,C06955
C06956-K1,C06956
C06957-K1,C06957
C06958-K1,C06958
C06959-K1,C06959
C06960-K1,C06960
C06961-K1,C06961
C06962-K1,C06962
C06962-K2,C06962
C06963-K1,C06963
C06963-K2,C06963
C06964-K1,C06964
C06965-K1,C06965
C06966-K1,C06966
C06967-K1,C06967
C06968-K1,C06968
C06969-K1,C06969
C06970-K1,C06970
C06971-K1,C06971
C06972-K1,C06972
C06973-K1,C06973
C06974-K1,C06974
C06975-K1,C06975
C06976-K1,C06976
C06977-K1,C06977
C06978-K1,C06978
C06979-K1,C06979
C06980-K1,C06980
C06981-K1,C06981
C06982-K1,C06982
C06983-K1,C06983
C06984-K1,C06984
C06985-K1,C06985
C06986-K1,C06986
C06987-K1,C06987
C06987-K2,C06987
C06988-K1,C06988
C06989-K1,C06989
C06990-K1,C06990
C06991-K1,C06991
C06992-K1,C06992
C06993-K1,C06993
C06994-K1,C06994
C06995-K1,C06995
C06996-K1,C06996
C06997-K1,C06997
C06998-K1,C06998
C06999-K1,C06999
C07000-K1,C07000
C07001-K1,C07001
C07002-K1,C07002
C07003-K1,C07003
C07004-K1,C07004
C07005-K1,C07005
C07006-K1,C07006
C07007-K1,C07007
C07008-K1,C07008
C07009-K1,C07009
C07010-K1,C07010
C07011-K1,C07011
C07012-K1,C07012
C07013-K1,C07013
C07014-K1,C07014
C07015-K1,C07015
C07016-K1,C07016
C07017-K1,C07017
C07018-K1,C07018
C07019-K1,C07019
C07020-K1,C07020
C07021-K1,C07021
C07022-K1,C07022
C07023-K1,C07023
C07024-K1,C07024
C07025-K1,C07025
C07026-K1,C07026
C07027-K1,C07027
C07028-K1,C07028
C07029-K1,C07029
C07030-K1,C07030
C07031-K1,C07031
C07032-K1,C07032
C07033-K1,C07033
C07034-K1,C07034
C07035-K1,C07035
C07036-K1,C07036
C07037-K1,C07037
C07038-K1,C07038
C07039-K1,C07039
C07040-K1,C07040
C07041-K1,C07041
C07042-K1,C07042
C07043-K1,C07043
C07044-K1,C07044
C07045-K1,C07045
C07046-K1,C07046
C07047-K1,C07047
C07048-K1,C07048
C07049-K1,C07049
C07049-K2,C07049
C07050-K1,C07050
C07051-K1,C07051
C07052-K1,C07052
C07053-K1,C07053
C07054-K1,C07054
C07055-K1,C07055
C07056-K1,C07056
C07057-K1,C07057
C07058-K1,C07058
C07059-K1,C07059
C07060-K1,C07060
C07061-K1,C07061
C07062-K1,C07062
C07063-K1,C07063
C07064-K1,C07064
C07065-K1,C07065
C07066-K1,C07066
C07067-K1,C07067
C07068-K1,C07068
C07069-K1,C07069
C07070-K1,C07070
C07071-K1,C07071
C07072-K1,C07072
C07073-K1,C07073
C07074-K1,C07074
C07074-K2,C07074
C07075-K1,C07075
C07076-K1,C07076
C07077-K1,C07077
C07078-K1,C07078
C07079-K1,C07079
C07080-K1,C07080
C07081-K1,C07081
C07082-K1,C07082
C07083-K1,C07083
C07084-K1,C07084
C07085-K1,C07085
C07086-K1,C07086
C07087-K1,C07087
C07088-K1,C07088
C07089-K1,C07089
C07090-K1,C07090
C07091-K1,C07091
C07092-K1,C07092
C07093-K1,C07093
C07094-K1,C07094
C07095-K1,C07095
C07096-K1,C07096
C07096-K2,C07096
C07097-K1,C07097
C07098-K1,C07098
C07099-K1,C07099
C07100-K1,C07100
C07101-K1,C07101
C07102-K1,C07102
C07103-K1,C07103
C07104-K1,C07104
C07105-K1,C07105
C07106-K1,C07106
C07106-K2,C07106
C07107-K1,C07107
C07108-K1,C07108
C07109-K1,C07109
C07109-K2,C07109
C07110-K1,C07110
C07111-K1,C07111
C07112-K1,C07112
C07113-K1,C07113
C07114-K1,C07114
C07115-K1,C07115
C07116-K1,C07116
C07116-K2,C07116
C07117-K1,C07117
C07117-K2,C07117
C07118-K1,C07118
C07119-K1,C07119
C07120-K1,C07120
C07121-K1,C07121
C07122-K1,C07122
C07123-K1,C07123
C07124-K1,C07124
C07125-K1,C07125
C07126-K1,C07126
C07127-K1,C07127
C07128-K1,C07128
C07129-K1,C07129
C07130-K1,C07130
C07131-K1,C07131
C07132-K1,C07132
C07133-K1,C07133
C07134-K1,C07134
C07134-K2,C07134
C07135-K1,C07135
C07136-K1,C07136
C07137-K1,C07137
C07138-K1,C07138
C07139-K1,C07139
C07140-K1,C07140
C07141-K1,C07141
C07142-K1,C07142
C07143-K1,C07143
C07144-K1,C07144
C07145-K1,C07145
C07146-K1,C07146
C07147-K1,C07147
C07148-K1,C07148
C07149-K1,C07149
C07149-K2,C07149
C07150-K1,C07150
C07151-K1,C07151
C07152-K1,C07152
C07153-K1,C07153
C07154-K1,C07154
C07155-K1,C07155
C07156-K1,C07156
C07157-K1,C07157
C07158-K1,C07158
C07159-K1,C07159
C07160-K1,C07160
C07161-K1,C07161
C07162-K1,C07162
C07163-K1,C07163
C07164-K1,C07164
C07165-K1,C07165
C07166-K1,C07166
C07167-K1,C07167
C07168-K1,C07168
C07169-K1,C07169
C07170-K1,C07170
C07171-K1,C07171
C07171-K2,C07171
C07172-K1,C07172
C07173-K1,C07173
C07173-K2,C07173
C07174-K1,C07174
C07175-K1,C07175
C07176-K1,C07176
C07177-K1,C07177
C07178-K1,C07178
C07179-K1,C07179
C07180-K1,C07180
C07180-K2,C07180
C07181-K1,C07181
C07182-K1,C07182
C07183-K1,C07183
C07184-K1,C07184
C07185-K1,C07185
C07185-K2,C07185
C07186-K1,C07186
C07187-K1,C07187
C07188-K1,C07188
C07189-K1,C07189
C07190-K1,C07190
C07191-K1,C07191
C07192-K1,C07192
C07193-K1,C07193
C07194-K1,C07194
C07195-K1,C07195
C07196-K1,C07196
C07196-K2,C07196
C07197-K1,C07197
C07198-K1,C07198
C07199-K1,C07199
C07200-K1,C07200
C07201-K1,C07201
C07202-K1,C07202
C07203-K1,C07203
C07204-K1,C07204
C07205-K1,C07205
C07206-K1,C07206
C07207-K1,C07207
C07208-K1,C07208
C07209-K1,C07209
C07210-K1,C07210
C07211-K1,C07211
C07212-K1,C07212
C07212-K2,C07212
C07213-K1,C07213
C07214-K1,C07214
C07215-K1,C07215
C07216-K1,C07216
C07217-K1,C07217
C07218-K1,C07218
C07219-K1,C07219
C07220-K1,C07220
C07221-K1,C07221
C07222-K1,C07222
C07223-K1,C07223
C07224-K1,C07224
C07225-K1,C07225
C07226-K1,C07226
C07227-K1,C07227
C07227-K2,C07227
C07228-K1,C07228
C07229-K1,C07229
C07230-K1,C07230
C07231-K1,C07231
C07232-K1,C07232
C07233-K1,C07233
C07234-K1,C07234
C07235-K1,C07235
C07236-K1,C07236
C07237-K1,C07237
C07238-K1,C07238
C07239-K1,C07239
C07240-K1,C07240
C07241-K1,C07241
C07242-K1,C07242
C07243-K1,C07243
C07244-K1,C07244
C07245-K1,C07245
C07246-K1,C07246
C07247-K1,C07247
C07248-K1,C07248
C07249-K1,C07249
C07250-K1,C07250
C07251-K1,C07251
C07252-K1,C07252
C07253-K1,C07253
C07254-K1,C07254
C07255-K1,C07255
C07256-K1,C07256
C07256-K2,C07256
C07257-K1,C07257
C07258-K1,C07258
C07259-K1,C07259
C07260-K1,C07260
C07261-K1,C07261
C07262-K1,C07262
C07263-K1,C07263
C07264-K1,C07264
C07265-K1,C07265
C07266-K1,C07266
C07267-K1,C07267
C07268-K1,C07268
C07269-K1,C07269
C07270-K1,C07270
C07271-K1,C07271
C07272-K1,C07272
C07273-K1,C07273
C07274-K1,C07274
C07275-K1,C07275
C07276-K1,C07276
C07277-K1,C07277
C07278-K1,C07278
C07279-K1,C07279
C07280-K1,C07280
C07281-K1,C07281
C07282-K1,C07282
C07283-K1,C07283
C07284-K1,C07284
C07285-K1,C07285
C07286-K1,C07286
C07287-K1,C07287
C07288-K1,C07288
C07288-K2,C07288
C07289-K1,C07289
C07290-K1,C07290
C07290-K2,C07290
C07291-K1,C07291
C07292-K1,C07292
C07293-K1,C07293
C07294-K1,C07294
C07295-K1,C07295
C07296-K1,C07296
C07297-K1,C07297
C07298-K1,C07298
C07299-K1,C07299
C07299-K2,C07299
C07300-K1,C07300
C07301-K1,C07301
C07302-K1,C07302
C07303-K1,C07303
C07304-K1,C07304
C07305-K1,C07305
C07306-K1,C07306
C07307-K1,C07307
C07308-K1,C07308
C07309-K1,C07309
C07310-K1,C07310
C07311-K1,C07311
C07312-K1,C07312
C07313-K1,C07313
C07314-K1,C07314
C07315-K1,C07315
C07316-K1,C07316
C07317-K1,C07317
C07318-K1,C07318
C07319-K1,C07319
C07319-K2,C07319
C07320-K1,C07320
C07321-K1,C07321
C07322-K1,C07322
C07323-K1,C07323
C07324-K1,C07324
C07325-K1,C07325
C07326-K1,C07326
C07327-K1,C07327
C07328-K1,C07328
C07329-K1,C07329
C07330-K1,C07330
C07331-K1,C07331
C07332-K1,C07332
C07333-K1,C07333
C07334-K1,C07334
C07335-K1,C07335
C07335-K2,C07335
C07336-K1,C07336
C07337-K1,C07337
C07338-K1,C07338
C07339-K1,C07339
C07340-K1,C07340
C07341-K1,C07341
C07342-K1,C07342
C07343-K1,C07343
C07344-K1,C07344
C07345-K1,C07345
C07346-K1,C07346
C07347-K1,C07347
C07348-K1,C07348
C07349-K1,C07349
C07350-K1,C07350
C07351-K1,C07351
C07352-K1,C07352
C07353-K1,C07353
C07354-K1,C07354
C07354-K2,C07354
C07355-K1,C07355
C07356-K1,C07356
C07357-K1,C07357
C07358-K1,C07358
C07359-K1,C07359
C07360-K1,C07360
C07361-K1,C07361
C07362-K1,C07362
C07363-K1,C07363
C07364-K1,C07364
C07365-K1,C07365
C07366-K1,C07366
C07367-K1,C07367
C07368-K1,C07368
C07369-K1,C07369
C07370-K1,C07370
C07371-K1,C07371
C07372-K1,C07372
C07373-K1,C07373
C07374-K1,C07374
C07375-K1,C07375
C07376-K1,C07376
C07377-K1,C07377
C07378-K1,C07378
C07379-K1,C07379
C07380-K1,C07380
C07381-K1,C07381
C07382-K1,C07382
C07383-K1,C07383
C07384-K1,C07384
C07385-K1,C07385
C07386-K1,C07386
C07387-K1,C07387
C07388-K1,C07388
C07389-K1,C07389
C07390-K1,C07390
C07391-K1,C07391
C07392-K1,C07392
C07393-K1,C07393
C07394-K1,C07394
C07395-K1,C07395
C07396-K1,C07396
C07397-K1,C07397
C07398-K1,C07398
C07398-K2,C07398
C07399-K1,C07399
C07400-K1,C07400
C07400-K2,C07400
C07401-K1,C07401
C07402-K1,C07402
C07403-K1,C07403
C07404-K1,C07404
C07405-K1,C07405
C07406-K1,C07406
C07407-K1,C07407
C07408-K1,C07408
C07409-K1,C07409
C07410-K1,C07410
C07411-K1,C07411
C07411-K2,C07411
C07412-K1,C07412
C07413-K1,C07413
C07414-K1,C07414
C07415-K1,C07415
C07416-K1,C07416
C07417-K1,C07417
C07418-K1,C07418
C07419-K1,C07419
C07420-K1,C07420
C07420-K2,C07420
C07421-K1,C07421
C07422-K1,C07422
C07423-K1,C07423
C07424-K1,C07424
C07425-K1,C07425
C07426-K1,C07426
C07427-K1,C07427
C07428-K1,C07428
C07429-K1,C07429
C07430-K1,C07430
C07431-K1,C07431
C07432-K1,C07432
C07433-K1,C07433
C07434-K1,C07434
C07435-K1,C07435
C07436-K1,C07436
C07437-K1,C07437
C07438-K1,C07438
C07439-K1,C07439
C07440-K1,C07440
C07441-K1,C07441
C07442-K1,C07442
C07443-K1,C07443
C07444-K1,C07444
C07445-K1,C07445
C07446-K1,C07446
C07447-K1,C07447
C07448-K1,C07448
C07449-K1,C07449
C07450-K1,C07450
C07451-K1,C07451
C07452-K1,C07452
C07453-K1,C07453
C07454-K1,C07454
C07455-K1,C07455
C07456-K1,C07456
C07456-K2,C07456
C07457-K1,C07457
C07458-K1,C07458
C07459-K1,C07459
C07460-K1,C07460
C07461-K1,C07461
C07462-K1,C07462
C07463-K1,C07463
C07464-K1,C07464
C07465-K1,C07465
C07466-K1,C07466
C07466-K2,C07466
C07467-K1,C07467
C07468-K1,C07468
C07469-K1,C07469
C07470-K1,C07470
C07471-K1,C07471
C07472-K1,C07472
C07473-K1,C07473
C07474-K1,C07474
C07475-K1,C07475
C07476-K1,C07476
C07477-K1,C07477
C07478-K1,C07478
C07479-K1,C07479
C07480-K1,C07480
C07481-K1,C07481
C07482-K1,C07482
C07482-K2,C07482
C07483-K1,C07483
C07484-K1,C07484
C07485-K1,C07485
C07486-K1,C07486
C07487-K1,C07487
C07488-K1,C07488
C07489-K1,C07489
C07490-K1,C07490
C07491-K1,C07491
C07492-K1,C07492
C07493-K1,C07493
C07494-K1,C07494
C07495-K1,C07495
C07496-K1,C07496
C07497-K1,C07497
C07498-K1,C07498
C07499-K1,C07499
C07500-K1,C07500
C07501-K1,C07501
C07502-K1,C07502
C07503-K1,C07503
C07504-K1,C07504
C07505-K1,C07505
C07506-K1,C07506
C07507-K1,C07507
C07508-K1,C07508
C07508-K2,C07508
C07509-K1,C07509
C07510-K1,C07510
C07511-K1,C07511
C07512-K1,C07512
C07513-K1,C07513
C07514-K1,C07514
C07515-K1,C07515
C07516-K1,C07516
C07517-K1,C07517
C07518-K1,C07518
C07518-K2,C07518
C07519-K1,C07519
C07520-K1,C07520
C07521-K1,C07521
C07522-K1,C07522
C07523-K1,C07523
C07524-K1,C07524
C07525-K1,C07525
C07526-K1,C07526
C07527-K1,C07527
C07528-K1,C07528
C07529-K1,C07529
C07530-K1,C07530
C07531-K1,C07531
C07532-K1,C07532
C07533-K1,C07533
C07534-K1,C07534
C07535-K1,C07535
C07536-K1,C07536
C07537-K1,C07537
C07538-K1,C07538
C07539-K1,C07539
C07540-K1,C07540
C07541-K1,C07541
C07542-K1,C07542
C07543-K1,C07543
C07544-K1,C07544
C07545-K1,C07545
C07546-K1,C07546
C07547-K1,C07547
C07548-K1,C07548
C07549-K1,C07549
C07550-K1,C07550
C07551-K1,C07551
C07552-K1,C07552
C07553-K1,C07553
C07554-K1,C07554
C07555-K1,C07555
C07556-K1,C07556
C07557-K1,C07557
C07558-K1,C07558
C07558-K2,C07558
C07559-K1,C07559
C07560-K1,C07560
C07561-K1,C07561
C07562-K1,C07562
C07562-K2,C07562
C07563-K1,C07563
C07564-K1,C07564
C07565-K1,C07565
C07566-K1,C07566
C07567-K1,C07567
C07568-K1,C07568
C07569-K1,C07569
C07570-K1,C07570
C07571-K1,C07571
C07572-K1,C07572
C07573-K1,C07573
C07574-K1,C07574
C07575-K1,C07575
C07576-K1,C07576
C07577-K1,C07577
C07578-K1,C07578
C07579-K1,C07579
C07580-K1,C07580
C07581-K1,C07581
C07582-K1,C07582
