device_id,device_info,device_os,device_browser,device_screen,device_type
D004582,SAMSUNG SM-G950U1 Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1080,mobile
D004583,SAMSUNG SM-G955F Build/NRD90M,,samsung browser 6.2,,mobile
D004584,SAMSUNG SM-G955F Build/NRD90M,,samsung browser 6.4,,mobile
D004585,SAMSUNG SM-G955F Build/NRD90M,,samsung browser generic,,mobile
D004586,SAMSUNG SM-G955F Build/R16NW,,samsung browser 6.4,,mobile
D004587,SAMSUNG SM-G955F Build/R16NW,,samsung browser 7.0,,mobile
D004588,SAMSUNG SM-G955U Build/NRD90M,,samsung browser 6.2,,mobile
D004589,SAMSUNG SM-G955U Build/NRD90M,,samsung browser 6.4,,mobile
D004590,SAMSUNG SM-G955U Build/NRD90M,,samsung browser generic,,mobile
D004591,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 5.4,,mobile
D004592,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 5.4,2220x1080,mobile
D004593,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.2,,mobile
D004594,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,mobile
D004595,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.2,2960x1440,mobile
D004596,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.2,2961x1442,mobile
D004597,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.4,2220x1081,mobile
D004598,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser generic,,mobile
D004599,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser generic,2220x1080,mobile
D004600,SAMSUNG SM-G955U Build/R16NW,,samsung browser 7.0,,mobile
D004601,SAMSUNG SM-G955U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1080,mobile
D004602,SAMSUNG SM-G955U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081,mobile
D004603,SAMSUNG SM-G9600 Build/R16NW,,other,,mobile
D004604,SAMSUNG SM-G9600 Build/R16NW,,samsung browser 7.0,,mobile
D004605,SAMSUNG SM-G960U Build/R16NW,,samsung browser 7.0,,mobile
D004606,SAMSUNG SM-G960U Build/R16NW,Android 8.0.0,other,2220x1080,mobile
D004607,SAMSUNG SM-G9650 Build/R16NW,,samsung browser 7.0,,mobile
D004608,SAMSUNG SM-G965F Build/R16NW,,samsung browser 7.0,,mobile
D004609,SAMSUNG SM-G965F Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081,mobile
D004610,SAMSUNG SM-G965U Build/R16NW,Android 8.0.0,other,2220x1081,mobile
D004611,SAMSUNG SM-G965U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081,mobile
D004612,SAMSUNG SM-G965U Build/R16NW,Android 8.0.0,samsung browser 7.0,2961x1442,mobile
D004613,SAMSUNG SM-G965U1 Build/R16NW,,samsung browser 7.0,,mobile
D004614,SAMSUNG SM-G965U1 Build/R16NW,Android 8.0.0,other,2220x1081,mobile
D004615,SAMSUNG SM-J111M Build/LMY47V,,chrome generic,,mobile
D004616,SAMSUNG SM-J120H Build/LMY47V,,chrome generic,,mobile
D004617,SAMSUNG SM-J120H Build/LMY47V,,other,,mobile
D004618,SAMSUNG SM-J250M Build/NMF26X,,samsung browser 6.4,,mobile
D004619,SAMSUNG SM-J320F Build/LMY47V,,chrome generic,,mobile
D004620,SAMSUNG SM-J320FN Build/LMY47V,,chrome generic,,mobile
D004621,SAMSUNG SM-J320FN Build/LMY47V,,other,,mobile
D004622,SAMSUNG SM-J320M Build/LMY47V,,chrome generic,,mobile
D004623,SAMSUNG SM-J320M Build/LMY47V,,other,,mobile
D004624,SAMSUNG SM-J327A Build/NRD90M,,samsung browser 6.4,,mobile
D004625,SAMSUNG SM-J327A Build/NRD90M,Android 7.0,samsung browser 6.2,1280x720,mobile
D004626,SAMSUNG SM-J327A Build/NRD90M,Android 7.0,samsung browser 6.4,1280x720,mobile
D004627,SAMSUNG SM-J327A Build/NRD90M,Android 7.0,samsung browser 6.4,1281x721,mobile
D004628,SAMSUNG SM-J327AZ Build/NRD90M,,samsung browser 6.4,,mobile
D004629,SAMSUNG SM-J327P Build/MMB29M,,samsung browser 6.2,,mobile
D004630,SAMSUNG SM-J327P Build/MMB29M,,samsung browser generic,,mobile
D004631,SAMSUNG SM-J327P Build/MMB29M,Android 6.0.1,samsung browser 6.2,1280x720,mobile
D004632,SAMSUNG SM-J327P Build/MMB29M,Android 6.0.1,samsung browser generic,1280x720,mobile
D004633,SAMSUNG SM-J327T Build/NRD90M,,samsung browser 6.2,,mobile
D004634,SAMSUNG SM-J327T Build/NRD90M,Android 7.0,samsung browser 5.2,1280x720,mobile
D004635,SAMSUNG SM-J327T Build/NRD90M,Android 7.0,samsung browser 6.2,1280x720,mobile
D004636,SAMSUNG SM-J327T1 Build/NRD90M,,samsung browser 5.2,,mobile
D004637,SAMSUNG SM-J327T1 Build/NRD90M,,samsung browser 6.2,,mobile
D004638,SAMSUNG SM-J327T1 Build/NRD90M,Android 7.0,samsung browser 5.2,1280x720,mobile
D004639,SAMSUNG SM-J327T1 Build/NRD90M,Android 7.0,samsung browser 6.2,1280x720,mobile
D004640,SAMSUNG SM-J327T1 Build/NRD90M,Android 7.0,samsung browser 6.2,1281x721,mobile
D004641,SAMSUNG SM-J327T1 Build/NRD90M,Android 7.0,samsung browser 6.4,1280x720,mobile
D004642,SAMSUNG SM-J500FN Build/MMB29M,,samsung browser 6.2,,mobile
D004643,SAMSUNG SM-J500FN Build/MMB29M,,samsung browser 6.4,,mobile
D004644,SAMSUNG SM-J500M Build/LMY48B,,chrome generic,,mobile
D004645,SAMSUNG SM-J500M Build/LMY48B,,other,,mobile
D004646,SAMSUNG SM-J500M Build/MMB29M,,samsung browser 4.0,,mobile
D004647,SAMSUNG SM-J500M Build/MMB29M,,samsung browser 6.2,,mobile
D004648,SAMSUNG SM-J500M Build/MMB29M,,samsung browser 6.4,,mobile
D004649,SAMSUNG SM-J510MN Build/MMB29M,,other,,mobile
D004650,SAMSUNG SM-J510MN Build/MMB29M,,samsung browser 5.4,,mobile
D004651,SAMSUNG SM-J510MN Build/MMB29M,,samsung browser 6.2,,mobile
D004652,SAMSUNG SM-J510MN Build/MMB29M,,samsung browser 6.4,,mobile
D004653,SAMSUNG SM-J530F Build/NRD90M,,samsung browser 6.2,,mobile
D004654,SAMSUNG SM-J530F Build/NRD90M,,samsung browser 6.4,,mobile
D004655,SAMSUNG SM-J530GM Build/NRD90M,,samsung browser 6.2,,mobile
D004656,SAMSUNG SM-J530GM Build/NRD90M,,samsung browser generic,,mobile
D004657,SAMSUNG SM-J700M Build/LMY48B,,chrome generic,,mobile
D004658,SAMSUNG SM-J700M Build/MMB29K,,samsung browser 4.0,,mobile
D004659,SAMSUNG SM-J700M Build/MMB29K,,samsung browser 5.4,,mobile
D004660,SAMSUNG SM-J700M Build/MMB29K,,samsung browser 6.2,,mobile
D004661,SAMSUNG SM-J700M Build/MMB29K,,samsung browser 6.4,,mobile
D004662,SAMSUNG SM-J700M Build/MMB29K,,samsung browser generic,,mobile
D004663,SAMSUNG SM-J700T Build/NMF26X,,samsung browser 6.2,,mobile
D004664,SAMSUNG SM-J700T Build/NMF26X,Android 7.1.1,samsung browser 6.2,1280x720,mobile
D004665,SAMSUNG SM-J700T1 Build/NMF26X,Android 7.1.1,samsung browser 6.2,1280x720,mobile
D004666,SAMSUNG SM-J700T1 Build/NMF26X,Android 7.1.1,samsung browser generic,1280x720,mobile
D004667,SAMSUNG SM-J701M Build/NRD90M,,samsung browser 5.2,,mobile
D004668,SAMSUNG SM-J701M Build/NRD90M,,samsung browser 6.2,,mobile
D004669,SAMSUNG SM-J701M Build/NRD90M,,samsung browser 6.4,,mobile
D004670,SAMSUNG SM-J701M Build/NRD90M,,samsung browser generic,,mobile
D004671,SAMSUNG SM-J701M Build/NRD90M,Android 7.0,samsung browser 5.2,1280x720,mobile
D004672,SAMSUNG SM-J701M Build/NRD90M,Android 7.0,samsung browser 6.2,1280x720,mobile
D004673,SAMSUNG SM-J710MN Build/MMB29K,,samsung browser 4.0,,mobile
D004674,SAMSUNG SM-J710MN Build/MMB29K,,samsung browser 6.2,,mobile
D004675,SAMSUNG SM-J710MN Build/MMB29K,,samsung browser 6.4,,mobile
D004676,SAMSUNG SM-J710MN Build/MMB29K,,samsung browser generic,,mobile
D004677,SAMSUNG SM-J710MN Build/NRD90M,,samsung browser 6.4,,mobile
D004678,SAMSUNG SM-J710MN Build/NRD90M,,samsung browser generic,,mobile
D004679,SAMSUNG SM-J710MN Build/NRD90M,Android 7.0,samsung browser 6.2,,mobile
D004680,SAMSUNG SM-J727T1 Build/NRD90M,,samsung browser 5.2,,mobile
D004681,SAMSUNG SM-J727T1 Build/NRD90M,,samsung browser 6.4,,mobile
D004682,SAMSUNG SM-J727T1 Build/NRD90M,Android 7.0,samsung browser 5.4,1280x720,mobile
D004683,SAMSUNG SM-J727T1 Build/NRD90M,Android 7.0,samsung browser 6.2,1280x720,mobile
D004684,SAMSUNG SM-J730GM Build/NRD90M,,samsung browser 5.2,,mobile
D004685,SAMSUNG SM-J730GM Build/NRD90M,,samsung browser 6.2,,mobile
D004686,SAMSUNG SM-J730GM Build/NRD90M,,samsung browser 6.4,,mobile
D004687,SAMSUNG SM-J730GM Build/NRD90M,,samsung browser generic,,mobile
D004688,SAMSUNG SM-N900T Build/LRX21V,,chrome generic,,desktop
D004689,SAMSUNG SM-N900T Build/LRX21V,Android 5.0,chrome generic,1920x1080,mobile
D004690,SAMSUNG SM-N900T Build/LRX21V,Android 5.0,other,1920x1080,mobile
D004691,SAMSUNG SM-N900W8 Build/LRX21V,,chrome generic,,mobile
D004692,SAMSUNG SM-N910A Build/MMB29M,,samsung browser 6.2,,mobile
D004693,SAMSUNG SM-N910A Build/MMB29M,Android 6.0.1,samsung browser 6.2,2560x1440,mobile
D004694,SAMSUNG SM-N910A Build/MMB29M,Android 6.0.1,samsung browser generic,2560x1440,mobile
D004695,SAMSUNG SM-N910V Build/MMB29M,Android 6.0.1,samsung browser 6.4,2560x1440,mobile
D004696,SAMSUNG SM-N920A Build/NRD90M,Android 7.0,other,,mobile
D004697,SAMSUNG SM-N920A Build/NRD90M,Android 7.0,samsung browser 6.2,,mobile
D004698,SAMSUNG SM-N920P Build/NRD90M,Android 7.0,samsung browser 5.4,1920x1080,mobile
D004699,SAMSUNG SM-N920P Build/NRD90M,Android 7.0,samsung browser 6.2,,mobile
D004700,SAMSUNG SM-N920P Build/NRD90M,Android 7.0,samsung browser 6.2,2562x1442,mobile
D004701,SAMSUNG SM-N920P Build/NRD90M,Android 7.0,samsung browser generic,,mobile
D004702,SAMSUNG SM-N920P Build/NRD90M,Android 7.0,samsung browser generic,2560x1440,mobile
D004703,SAMSUNG SM-N920T Build/NRD90M,,samsung browser 6.4,,mobile
D004704,SAMSUNG SM-N920T Build/NRD90M,Android 7.0,samsung browser 5.2,,mobile
D004705,SAMSUNG SM-N920T Build/NRD90M,Android 7.0,samsung browser 5.4,,mobile
D004706,SAMSUNG SM-N920T Build/NRD90M,Android 7.0,samsung browser 6.2,,mobile
D004707,SAMSUNG SM-N920T Build/NRD90M,Android 7.0,samsung browser 6.4,1921x1081,mobile
D004708,SAMSUNG SM-N920V Build/NRD90M,Android 7.0,samsung browser 6.2,,mobile
D004709,SAMSUNG SM-N950F Build/NMF26X,,samsung browser 6.2,,mobile
D004710,SAMSUNG SM-N950F Build/NMF26X,,samsung browser 6.4,,mobile
D004711,SAMSUNG SM-N950F Build/NMF26X,,samsung browser generic,,mobile
D004712,SAMSUNG SM-N950U Build/NMF26X,,samsung browser 6.2,,mobile
D004713,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser 6.2,,mobile
D004714,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser 6.2,2220x1080,mobile
D004715,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser 6.2,2961x1442,mobile
D004716,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser 6.4,,mobile
D004717,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser 6.4,2220x1081,mobile
D004718,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser generic,,mobile
D004719,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser generic,2961x1442,mobile
D004720,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung,,mobile
D004721,SAMSUNG SM-N950U Build/R16NW,,samsung browser 7.0,,mobile
D004722,SAMSUNG SM-N950U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1080,mobile
D004723,SAMSUNG SM-N950U Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081,mobile
D004724,SAMSUNG SM-N950U Build/R16NW,Android 8.0.0,samsung browser 7.0,2961x1442,mobile
D004725,SAMSUNG SM-N950U1 Build/NMF26X,,samsung browser 6.2,,mobile
D004726,SAMSUNG SM-N950U1 Build/NMF26X,Android 7.1.1,samsung browser 6.2,,mobile
D004727,SAMSUNG SM-N950U1 Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1081,mobile
D004728,SAMSUNG SM-P580 Build/NRD90M,,samsung browser 5.2,,mobile
D004729,SAMSUNG SM-P580 Build/NRD90M,,samsung browser 6.2,,mobile
D004730,SAMSUNG SM-P580 Build/NRD90M,,samsung browser 6.4,,mobile
D004731,SAMSUNG SM-S727VL Build/MMB29M,Android 6.0.1,samsung browser 4.0,1280x720,mobile
D004732,SAMSUNG SM-S727VL Build/MMB29M,Android 6.0.1,samsung browser 6.2,1280x720,mobile
D004733,SAMSUNG SM-T530NU Build/LRX22G,,chrome generic,,desktop
D004734,SAMSUNG SM-T530NU Build/LRX22G,Android 5.0.2,chrome generic,1280x800,mobile
D004735,SAMSUNG SM-T550 Build/NMF26X,,samsung browser 6.2,,mobile
D004736,SAMSUNG SM-T580 Build/NRD90M,,samsung browser 6.2,,mobile
D004737,SAMSUNG SM-T580 Build/NRD90M,,samsung browser 6.4,,mobile
D004738,SAMSUNG SM-T580 Build/NRD90M,Android 7.0,samsung browser 6.2,1920x1200,mobile
D004739,SAMSUNG SM-T580 Build/NRD90M,Android 7.0,samsung browser 6.4,1920x1200,mobile
D004740,SAMSUNG SM-T587P Build/NRD90M,Android 7.0,other,1920x1200,mobile
D004741,SAMSUNG SM-T587P Build/NRD90M,Android 7.0,samsung browser 6.2,1920x1200,mobile
D004742,SAMSUNG SM-T587P Build/NRD90M,Android 7.0,samsung browser 6.4,1920x1200,mobile
D004743,SAMSUNG SM-T587P Build/NRD90M,Android 7.0,samsung browser generic,1920x1200,mobile
D004744,SAMSUNG SM-T710 Build/NRD90M,,samsung browser 6.2,,mobile
D004745,SAMSUNG SM-T710 Build/NRD90M,,samsung browser generic,,mobile
D004746,SAMSUNG SM-T800 Build/MMB29K,Android 6.0.1,samsung browser 6.2,2560x1600,mobile
D004747,SAMSUNG SM-T810 Build/NRD90M,,samsung browser 6.2,,mobile
D004748,SAMSUNG SM-T810 Build/NRD90M,,samsung browser 6.4,,mobile
D004749,SAMSUNG SM-T810 Build/NRD90M,,samsung browser generic,,mobile
D004750,SAMSUNG SM-T813 Build/NRD90M,Android 7.0,samsung browser 6.2,2048x1536,mobile
D004751,SAMSUNG,,chrome generic,,mobile
D004752,SAMSUNG,,other,,mobile
D004753,SAMSUNG,,samsung browser 3.3,,mobile
D004754,SAMSUNG,,samsung browser 4.0,,mobile
D004755,SAMSUNG,,samsung browser 5.2,,mobile
D004756,SAMSUNG,,samsung browser 5.4,,mobile
D004757,SAMSUNG,,samsung browser 6.2,,mobile
D004758,SAMSUNG,,samsung browser 6.4,,mobile
D004759,SAMSUNG,,samsung browser generic,,mobile
D004760,SAMSUNG,,samsung,,mobile
D004761,SAMSUNG,Android 5.0,chrome generic,1920x1080,mobile
D004762,SAMSUNG,Android 5.0,other,1920x1080,mobile
D004763,SAMSUNG,Android 5.1.1,chrome generic,,mobile
D004764,SAMSUNG,Android 5.1.1,chrome generic,1280x720,mobile
D004765,SAMSUNG,Android 5.1.1,chrome generic,1920x1080,mobile
D004766,SAMSUNG,Android 5.1.1,chrome generic,2560x1440,mobile
D004767,SAMSUNG,Android 5.1.1,chrome generic,2560x1600,mobile
D004768,SAMSUNG,Android 5.1.1,chrome generic,2562x1442,mobile
D004769,SAMSUNG,Android 5.1.1,chrome generic,960x540,mobile
D004770,SAMSUNG,Android 6.0.1,samsung browser 6.2,,mobile
D004771,SAMSUNG,Android 6.0.1,samsung browser 6.2,1280x720,mobile
D004772,SAMSUNG,Android 6.0.1,samsung browser 6.2,1920x1080,mobile
D004773,SAMSUNG,Android 6.0.1,samsung browser 6.2,2560x1440,mobile
D004774,SAMSUNG,Android 6.0.1,samsung browser 6.2,2560x1600,mobile
D004775,SAMSUNG,Android 6.0.1,samsung browser 6.2,2562x1442,mobile
D004776,SAMSUNG,Android 6.0.1,samsung browser 6.4,1024x768,mobile
D004777,SAMSUNG,Android 6.0.1,samsung browser 6.4,1280x800,mobile
D004778,SAMSUNG,Android 6.0.1,samsung browser 6.4,2560x1440,mobile
D004779,SAMSUNG,Android 6.0.1,samsung browser 6.4,2562x1442,mobile
D004780,SAMSUNG,Android 7.0,samsung browser 5.2,1280x720,mobile
D004781,SAMSUNG,Android 7.0,samsung browser 6.2,,mobile
D004782,SAMSUNG,Android 7.0,samsung browser 6.2,1280x720,mobile
D004783,SAMSUNG,Android 7.0,samsung browser 6.2,1920x1080,mobile
D004784,SAMSUNG,Android 7.0,samsung browser 6.2,2220x1080,mobile
D004785,SAMSUNG,Android 7.0,samsung browser 6.2,2560x1440,mobile
D004786,SAMSUNG,Android 7.0,samsung browser 6.2,2562x1442,mobile
D004787,SAMSUNG,Android 7.0,samsung browser 6.4,2220x1081,mobile
D004788,SAMSUNG,Android 7.0,samsung browser generic,1920x1080,mobile
D004789,SAMSUNG,Android 7.1.1,samsung browser 6.2,,mobile
D004790,SAMSUNG,Android 7.1.1,samsung browser 6.2,1024x768,mobile
D004791,SAMSUNG,Android 7.1.1,samsung browser 6.2,1280x720,mobile
D004792,SAMSUNG,Android 7.1.1,samsung browser 6.4,1280x800,mobile
D004793,SAMSUNG,Android,Samsung/SCH,1920x1080,mobile
D004794,SAMSUNG,Android,chrome generic,1920x1080,mobile
D004795,SAMSUNG,Android,samsung,1920x1080,mobile
D004796,SAMSUNG-SGH-I337 Build/KOT49H,,chrome 62.0 for android,,mobile
D004797,SAMSUNG-SGH-I337 Build/KOT49H,Android 4.4.2,chrome 65.0 for android,1920x1080,mobile
D004798,SAMSUNG-SGH-I337,,chrome 63.0 for android,,mobile
D004799,SAMSUNG-SGH-I337,,chrome 64.0 for android,,mobile
D004800,SAMSUNG-SGH-I497,,chrome 59.0 for android,,mobile
D004801,SAMSUNG-SGH-I537,,chrome 64.0 for android,,mobile
D004802,SAMSUNG-SM-G530AZ Build/LMY48B,,chrome 62.0 for android,,mobile
D004803,SAMSUNG-SM-G530AZ Build/LMY48B,,chrome 65.0 for android,,mobile
D004804,SAMSUNG-SM-G530AZ Build/LMY48B,,chrome generic,,desktop
D004805,SAMSUNG-SM-G530AZ Build/LMY48B,Android 5.1.1,chrome 61.0 for android,960x540,mobile
D004806,SAMSUNG-SM-G530AZ Build/LMY48B,Android 5.1.1,chrome 63.0 for android,960x540,mobile
D004807,SAMSUNG-SM-G530AZ Build/LMY48B,Android 5.1.1,chrome generic,960x540,mobile
D004808,SAMSUNG-SM-G870A Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1920x1080,mobile
D004809,SAMSUNG-SM-G870A,Android 5.1.1,chrome generic,1920x1080,mobile
D004810,SAMSUNG-SM-G890A Build/MMB29K,,chrome 66.0 for android,,mobile
D004811,SAMSUNG-SM-G890A Build/MMB29K,Android 6.0.1,chrome 63.0 for android,2560x1440,mobile
D004812,SAMSUNG-SM-G890A Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,mobile
D004813,SAMSUNG-SM-G890A Build/NRD90M,Android 7.0,chrome 63.0 for android,,mobile
D004814,SAMSUNG-SM-G890A Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,mobile
D004815,SAMSUNG-SM-G890A Build/NRD90M,Android 7.0,chrome 64.0 for android,2560x1440,mobile
D004816,SAMSUNG-SM-G890A Build/NRD90M,Android 7.0,chrome 65.0 for android,2560x1440,mobile
D004817,SAMSUNG-SM-G890A Build/NRD90M,Android 7.0,chrome 66.0 for android,2560x1440,mobile
D004818,SAMSUNG-SM-G890A,Android 5.0.2,chrome 62.0 for android,2560x1440,mobile
D004819,SAMSUNG-SM-G891A Build/NRD90M,,chrome 66.0 for android,,mobile
D004820,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 62.0 for android,,mobile
D004821,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
D004822,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 63.0 for android,,mobile
D004823,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,mobile
D004824,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,mobile
D004825,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,mobile
D004826,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome generic for android,1920x1080,mobile
D004827,SAMSUNG-SM-G900A Build/KOT49H,,chrome 65.0 for android,,mobile
D004828,SAMSUNG-SM-G900A Build/KOT49H,,chrome 66.0 for android,,mobile
D004829,SAMSUNG-SM-G900A Build/LMY47X,,chrome 65.0 for android,,mobile
D004830,SAMSUNG-SM-G900A Build/LMY47X,Android 5.1.1,chrome 62.0 for android,1920x1080,mobile
D004831,SAMSUNG-SM-G900A Build/LMY47X,Android 5.1.1,chrome 63.0 for android,1920x1080,mobile
D004832,SAMSUNG-SM-G900A Build/LMY47X,Android 5.1.1,chrome generic,1920x1080,mobile
D004833,SAMSUNG-SM-G900A Build/LRX21T,,chrome 63.0 for android,,mobile
D004834,SAMSUNG-SM-G900A Build/LRX21T,,chrome 64.0 for android,,mobile
D004835,SAMSUNG-SM-G900A Build/LRX21T,Android 5.0,chrome 61.0 for android,1920x1080,mobile
D004836,SAMSUNG-SM-G900A Build/LRX21T,Android 5.0,chrome 62.0 for android,1920x1080,mobile
D004837,SAMSUNG-SM-G900A Build/LRX21T,Android 5.0,chrome 63.0 for android,1920x1080,mobile
D004838,SAMSUNG-SM-G900A Build/LRX21T,Android 5.0,chrome 64.0 for android,1920x1080,mobile
D004839,SAMSUNG-SM-G900A Build/LRX21T,Android 5.0,chrome generic,1920x1080,mobile
D004840,SAMSUNG-SM-G900A Build/LRX21T,Android 5.0,other,1920x1080,mobile
D004841,SAMSUNG-SM-G900A Build/MMB29M,Android 6.0.1,chrome 60.0 for android,1920x1080,mobile
D004842,SAMSUNG-SM-G900A Build/MMB29M,Android 6.0.1,chrome 61.0 for android,1920x1080,mobile
D004843,SAMSUNG-SM-G900A Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1920x1080,mobile
D004844,SAMSUNG-SM-G900A Build/MMB29M,Android 6.0.1,chrome 63.0 for android,1920x1080,mobile
D004845,SAMSUNG-SM-G900A Build/MMB29M,Android 6.0.1,samsung browser 4.0,1920x1080,mobile
D004846,SAMSUNG-SM-G900A,Android,chrome,1920x1080,mobile
D004847,SAMSUNG-SM-G920A Build/MMB29K,Android 6.0.1,chrome 63.0 for android,2560x1440,mobile
D004848,SAMSUNG-SM-G920A Build/MMB29K,Android 6.0.1,chrome 65.0 for android,2560x1440,mobile
D004849,SAMSUNG-SM-G920A Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,mobile
D004850,SAMSUNG-SM-G920A Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,mobile
D004851,SAMSUNG-SM-G920A Build/NRD90M,Android 7.0,chrome 64.0 for android,2560x1440,mobile
D004852,SAMSUNG-SM-G920A Build/NRD90M,Android 7.0,chrome 66.0 for android,2560x1440,mobile
D004853,SAMSUNG-SM-G920A Build/NRD90M,Android 7.0,chrome generic for android,2560x1440,mobile
D004854,SAMSUNG-SM-G920AZ,,chrome 66.0 for android,,mobile
D004855,SAMSUNG-SM-G920AZ,Android 6.0.1,chrome 55.0 for android,2560x1440,mobile
D004856,SAMSUNG-SM-G925A Build/MMB29K,,chrome 64.0 for android,,mobile
D004857,SAMSUNG-SM-G925A Build/MMB29K,,chrome 65.0 for android,,mobile
D004858,SAMSUNG-SM-G925A Build/MMB29K,Android 6.0.1,chrome 64.0 for android,2560x1440,mobile
D004859,SAMSUNG-SM-G925A Build/MMB29K,Android 6.0.1,chrome 65.0 for android,2560x1440,mobile
D004860,SAMSUNG-SM-G925A Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,mobile
D004861,SAMSUNG-SM-G925A Build/NRD90M,Android 7.0,chrome 63.0 for android,2562x1442,mobile
D004862,SAMSUNG-SM-G925A,,chrome 63.0 for android,,mobile
D004863,SAMSUNG-SM-G928A Build/NRD90M,,chrome 61.0 for android,,mobile
D004864,SAMSUNG-SM-G928A Build/NRD90M,,chrome 63.0 for android,,mobile
D004865,SAMSUNG-SM-G928A Build/NRD90M,,chrome 65.0 for android,,mobile
D004866,SAMSUNG-SM-G928A Build/NRD90M,Android 7.0,chrome 62.0 for android,,mobile
D004867,SAMSUNG-SM-G928A Build/NRD90M,Android 7.0,chrome 63.0 for android,,mobile
D004868,SAMSUNG-SM-G928A Build/NRD90M,Android 7.0,chrome 66.0 for android,1920x1080,mobile
D004869,SAMSUNG-SM-G930A Build/NRD90M,,chrome 63.0 for android,,mobile
D004870,SAMSUNG-SM-G930A Build/NRD90M,,chrome 64.0 for android,,mobile
D004871,SAMSUNG-SM-G930A Build/NRD90M,,chrome 65.0 for android,,mobile
D004872,SAMSUNG-SM-G930A Build/NRD90M,,chrome 66.0 for android,,mobile
D004873,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,android webview 4.0,1280x720,mobile
D004874,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 60.0 for android,1920x1080,mobile
D004875,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
D004876,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 63.0 for android,,mobile
D004877,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 63.0 for android,1280x720,mobile
D004878,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,mobile
D004879,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 64.0 for android,1280x720,mobile
D004880,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,mobile
D004881,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome 66.0 for android,1920x1080,mobile
D004882,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,chrome generic for android,1920x1080,mobile
D004883,SAMSUNG-SM-G930A,,chrome 59.0 for android,,mobile
D004884,SAMSUNG-SM-G930A,Android 6.0.1,chrome 63.0 for android,2560x1440,mobile
D004885,SAMSUNG-SM-G930AZ,,chrome 63.0 for android,,mobile
D004886,SAMSUNG-SM-G935A Build/NRD90M,,chrome generic for android,,mobile
D004887,SAMSUNG-SM-G935A Build/NRD90M,Android 7.0,chrome 57.0 for android,2560x1440,mobile
